Date,Open,High,Low,Close,Adj Close,Volume
2014-05-01,42.099998,43.830002,41.740002,43.770000,43.770000,283240
2014-06-01,44.189999,44.520000,43.400002,43.700001,43.700001,406410
2014-07-01,43.830002,45.130001,43.820000,44.439999,44.439999,101330
2014-08-01,44.090000,46.259998,43.919998,45.340000,45.340000,257410
2014-09-01,45.500000,49.099998,45.189999,48.799999,48.799999,1299880
2014-10-01,48.549999,50.290001,45.500000,50.290001,50.290001,664130
2014-11-01,50.950001,54.040001,50.950001,53.950001,53.950001,578840
2014-12-01,53.439999,57.330002,53.200001,56.151588,56.151588,554420
2015-01-01,56.599998,56.599998,52.500000,53.939079,53.939079,486090
2015-02-01,55.750000,62.000000,54.330002,61.049999,61.049999,623450
2015-03-01,61.060001,70.199997,60.349998,66.940002,66.940002,1044930
2015-04-01,66.419998,66.660004,61.930000,63.910000,63.910000,1060310
2015-05-01,65.900002,68.730003,64.150002,68.489998,68.489998,290470
2015-06-01,68.709999,68.709999,65.309998,65.500000,65.500000,505980
2015-07-01,65.900002,73.589996,65.570000,73.459999,73.459999,552020
2015-08-01,74.300003,75.800003,68.199997,73.099998,73.099998,524740
2015-09-01,72.440002,82.699997,72.000000,78.000000,78.000000,568040
2015-10-01,77.879997,85.010002,76.900002,82.400002,82.400002,988260
2015-11-01,81.959999,83.800003,78.000000,83.440002,83.440002,650270
2015-12-01,83.529999,84.300003,78.050003,82.000290,82.000290,1066110
2016-01-01,82.910004,83.919998,77.019997,79.239998,79.239998,1679090
2016-02-01,79.239998,80.809998,73.830002,80.019997,80.019997,779020
2016-03-01,81.300003,81.300003,73.510002,76.150002,76.150002,1849620
2016-04-01,76.040001,79.389999,69.900002,73.070000,73.070000,3047940
2016-05-01,74.519997,77.489998,73.930000,74.250000,74.250000,122450
2016-06-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-07-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-08-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-09-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-10-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-11-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2016-12-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-01-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-02-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-03-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-04-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-05-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-06-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-07-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-08-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-09-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-10-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-11-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2017-12-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-01-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-02-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-03-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-04-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-05-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-06-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-07-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-08-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-09-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-10-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-11-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2018-12-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2019-01-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2019-02-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2019-03-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2019-04-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
2019-05-01,74.250000,74.250000,74.250000,74.250000,74.250000,0
