Date,Open,High,Low,Close,Adj Close,Volume
2014-07-24,44.529999,44.529999,44.529999,44.529999,44.529999,0
2014-07-25,44.520000,44.520000,44.509998,44.509998,44.509998,1360
2014-07-28,44.520000,44.520000,44.439999,44.439999,44.439999,80
2014-07-29,44.570000,44.630001,44.490002,44.560001,44.560001,12080
2014-07-30,44.619999,44.700001,44.590000,44.700001,44.700001,30960
2014-07-31,44.500000,44.500000,44.439999,44.439999,44.439999,540
2014-08-01,44.090000,44.090000,43.919998,44.049999,44.049999,40590
2014-08-04,44.200001,44.200001,44.200001,44.200001,44.200001,0
2014-08-05,44.459999,44.459999,44.230000,44.230000,44.230000,5690
2014-08-06,44.279999,44.320000,44.119999,44.119999,44.119999,14960
2014-08-07,44.340000,44.340000,44.279999,44.279999,44.279999,20020
2014-08-08,44.549999,44.549999,44.529999,44.540001,44.540001,6850
2014-08-11,44.639999,44.639999,44.639999,44.639999,44.639999,10
2014-08-12,44.450001,44.450001,44.450001,44.450001,44.450001,40
2014-08-13,44.639999,44.639999,44.639999,44.639999,44.639999,0
2014-08-14,44.810001,44.810001,44.810001,44.810001,44.810001,110
2014-08-15,44.630001,44.700001,44.630001,44.700001,44.700001,1030
2014-08-18,45.060001,45.060001,45.000000,45.009998,45.009998,17180
2014-08-19,45.200001,45.209999,45.099998,45.099998,45.099998,210
2014-08-20,45.290001,45.290001,45.290001,45.290001,45.290001,0
2014-08-21,45.459999,45.459999,45.459999,45.459999,45.459999,6130
2014-08-22,45.939999,45.939999,45.939999,45.939999,45.939999,570
2014-08-25,46.180000,46.259998,46.180000,46.259998,46.259998,41230
2014-08-26,46.049999,46.049999,45.889999,45.889999,45.889999,39860
2014-08-27,45.820000,45.840000,45.700001,45.730000,45.730000,39000
2014-08-28,45.470001,45.520000,45.279999,45.320000,45.320000,23780
2014-08-29,45.340000,45.340000,45.340000,45.340000,45.340000,150
2014-09-01,45.500000,45.500000,45.310001,45.369999,45.369999,140
2014-09-02,45.689999,45.689999,45.689999,45.689999,45.689999,40
2014-09-03,47.619999,47.619999,45.189999,45.290001,45.290001,1670
2014-09-04,45.490002,45.529999,45.299999,45.500000,45.500000,249540
2014-09-05,45.349998,45.439999,45.349998,45.439999,45.439999,270
2014-09-08,45.599998,45.919998,45.570000,45.919998,45.919998,247640
2014-09-09,45.980000,46.119999,45.980000,46.070000,46.070000,123090
2014-09-10,46.220001,46.389999,46.220001,46.389999,46.389999,480
2014-09-11,46.310001,46.310001,46.310001,46.310001,46.310001,460
2014-09-12,46.830002,47.000000,46.830002,46.990002,46.990002,810
2014-09-15,46.860001,47.150002,46.860001,47.080002,47.080002,1130
2014-09-16,47.049999,47.200001,47.000000,47.200001,47.200001,194380
2014-09-17,47.400002,47.810001,47.389999,47.810001,47.810001,190
2014-09-18,48.220001,48.220001,48.139999,48.139999,48.139999,122410
2014-09-19,48.310001,48.430000,48.310001,48.430000,48.430000,100320
2014-09-22,48.299999,48.299999,48.299999,48.299999,48.299999,500
2014-09-23,48.619999,48.619999,48.360001,48.360001,48.360001,950
2014-09-24,48.419998,48.419998,48.240002,48.240002,48.240002,4420
2014-09-25,48.139999,48.389999,48.139999,48.290001,48.290001,61770
2014-09-26,48.459999,48.520000,48.410000,48.410000,48.410000,184000
2014-09-29,48.880001,48.880001,48.880001,48.880001,48.880001,120
2014-09-30,48.750000,49.099998,48.750000,48.799999,48.799999,5550
2014-10-01,48.549999,49.080002,48.549999,48.939999,48.939999,7380
2014-10-02,48.570000,49.070000,48.570000,49.040001,49.040001,80220
2014-10-03,49.599998,49.599998,49.279999,49.320000,49.320000,48520
2014-10-06,48.419998,48.419998,48.000000,48.400002,48.400002,11540
2014-10-07,47.689999,47.689999,47.279999,47.279999,47.279999,4340
2014-10-08,47.130001,47.580002,47.099998,47.400002,47.400002,26390
2014-10-09,47.029999,47.029999,46.709999,46.709999,46.709999,203520
2014-10-10,47.000000,47.040001,46.830002,46.830002,46.830002,160
2014-10-13,46.310001,46.310001,45.650002,45.650002,45.650002,3250
2014-10-14,45.910000,45.910000,45.770000,45.790001,45.790001,194050
2014-10-15,45.849998,45.849998,45.500000,45.500000,45.500000,720
2014-10-16,46.330002,46.599998,46.330002,46.599998,46.599998,8150
2014-10-17,46.500000,46.500000,46.500000,46.500000,46.500000,20
2014-10-20,47.259998,47.259998,47.259998,47.259998,47.259998,1000
2014-10-21,48.410000,48.410000,48.410000,48.410000,48.410000,21000
2014-10-22,50.000000,50.000000,48.650002,48.650002,48.650002,900
2014-10-23,49.340000,49.849998,49.279999,49.689999,49.689999,28190
2014-10-24,48.869999,48.980000,48.869999,48.900002,48.900002,8650
2014-10-27,50.049999,50.049999,50.049999,50.049999,50.049999,2200
2014-10-28,49.509998,49.509998,49.509998,49.509998,49.509998,10890
2014-10-29,49.389999,49.389999,49.389999,49.389999,49.389999,240
2014-10-30,48.708321,48.708321,48.708321,48.708321,48.708321,0
2014-10-31,50.290001,50.290001,50.290001,50.290001,50.290001,2800
2014-11-03,50.950001,51.250000,50.950001,51.240002,51.240002,440
2014-11-04,51.160000,51.160000,51.160000,51.160000,51.160000,300
2014-11-05,51.559719,51.559719,51.559719,51.559719,51.559719,0
2014-11-06,51.709999,52.240002,51.709999,52.240002,52.240002,1870
2014-11-07,52.240002,52.849998,52.240002,52.849998,52.849998,77160
2014-11-10,52.450001,52.599998,52.349998,52.599998,52.599998,2200
2014-11-11,52.900002,52.959999,52.900002,52.959999,52.959999,2300
2014-11-12,52.700001,53.029999,52.459999,52.970001,52.970001,12070
2014-11-13,53.279999,53.700001,53.279999,53.700001,53.700001,290
2014-11-14,54.009998,54.040001,53.820000,53.820000,53.820000,154140
2014-11-17,53.470001,53.470001,53.470001,53.470001,53.470001,40
2014-11-18,53.779999,53.950001,53.779999,53.900002,53.900002,110650
2014-11-19,53.529999,53.599998,53.450001,53.570000,53.570000,144680
2014-11-21,53.099998,53.099998,52.770000,52.770000,52.770000,14950
2014-11-24,53.060001,53.500000,53.060001,53.500000,53.500000,5090
2014-11-25,53.150002,53.150002,53.130001,53.130001,53.130001,3710
2014-11-26,52.790001,52.790001,52.520000,52.529999,52.529999,48190
2014-11-27,52.689999,52.689999,52.689999,52.689999,52.689999,650
2014-11-28,53.950001,53.950001,53.950001,53.950001,53.950001,110
2014-12-01,53.439999,53.439999,53.200001,53.200001,53.200001,56415
2014-12-02,53.759998,53.759998,53.759998,53.759998,53.759998,1075
2014-12-03,55.459999,55.459999,53.619999,53.700001,53.700001,610
2014-12-04,54.110001,54.110001,54.110001,54.110001,54.110001,2170
2014-12-05,54.779999,54.900002,54.700001,54.700001,54.700001,660
2014-12-08,54.770000,55.080002,54.720001,54.720001,54.720001,130
2014-12-09,53.840000,54.139999,53.840000,54.139999,54.139999,1230
2014-12-10,54.020000,54.270000,53.959999,54.270000,54.270000,4700
2014-12-11,54.750000,54.790001,54.709999,54.709999,54.709999,174470
2014-12-12,54.810001,54.810001,54.669998,54.689999,54.689999,430
2014-12-15,54.369999,54.799999,54.270000,54.400002,54.400002,780
2014-12-16,55.680000,55.750000,55.349998,55.430000,55.430000,115670
2014-12-17,54.669998,54.700001,54.509998,54.700001,54.700001,54600
2014-12-18,55.259998,55.259998,54.980000,54.980000,54.980000,80
2014-12-19,55.540001,55.930000,55.540001,55.849998,55.849998,11880
2014-12-22,55.000000,55.000000,54.570000,54.570000,54.570000,370
2014-12-23,56.139999,57.330002,56.139999,57.330002,57.330002,23750
2014-12-26,56.930000,56.990002,56.549999,56.549999,56.549999,9180
2014-12-29,56.779999,57.299999,56.779999,57.250000,57.250000,14410
2014-12-30,55.790001,56.230000,55.389999,55.389999,55.389999,81810
2015-01-02,56.599998,56.599998,55.799999,55.799999,55.799999,106410
2015-01-05,56.049999,56.119999,55.750000,55.750000,55.750000,20570
2015-01-06,55.540001,55.540001,54.849998,54.849998,54.849998,460
2015-01-07,55.000000,55.169998,54.750000,55.169998,55.169998,7300
2015-01-08,56.110001,56.110001,55.740002,55.799999,55.799999,42740
2015-01-09,55.610001,55.610001,54.750000,54.750000,54.750000,15690
2015-01-12,55.419998,55.419998,54.849998,54.849998,54.849998,1750
2015-01-13,55.189999,55.189999,54.000000,54.000000,54.000000,2840
2015-01-14,53.639999,53.639999,53.000000,53.099998,53.099998,54200
2015-01-15,53.279999,53.570000,53.279999,53.570000,53.570000,21240
2015-01-16,52.900002,53.450001,52.900002,53.450001,53.450001,25710
2015-01-19,53.820000,53.820000,53.820000,53.820000,53.820000,110
2015-01-20,53.389999,53.400002,53.220001,53.320000,53.320000,19110
2015-01-21,53.189999,53.700001,53.189999,53.580002,53.580002,15360
2015-01-22,55.000000,55.000000,52.959999,53.400002,53.400002,26140
2015-01-23,55.000000,55.000000,52.959999,53.930000,53.930000,15870
2015-01-26,53.959999,54.000000,53.799999,53.799999,53.799999,80280
2015-01-27,53.750000,53.750000,52.860001,53.139999,53.139999,1260
2015-01-28,53.660000,53.660000,53.200001,53.200001,53.200001,2110
2015-01-29,52.830002,53.360001,52.500000,53.360001,53.360001,26940
2015-01-30,53.939079,53.939079,53.939079,53.939079,53.939079,0
2015-02-02,55.750000,55.750000,54.330002,54.330002,54.330002,300
2015-02-03,55.849998,56.000000,55.720001,55.720001,55.720001,34140
2015-02-04,56.820000,57.040001,56.820000,57.029999,57.029999,7950
2015-02-05,57.150002,57.340000,56.950001,57.340000,57.340000,35930
2015-02-06,58.459999,58.459999,58.160000,58.160000,58.160000,1730
2015-02-09,58.150002,58.150002,57.799999,57.799999,57.799999,49530
2015-02-10,59.200001,59.220001,59.200001,59.220001,59.220001,1960
2015-02-11,62.000000,62.000000,60.000000,60.230000,60.230000,222360
2015-02-12,60.000000,60.820000,59.639999,59.779999,59.779999,57280
2015-02-13,60.500000,60.500000,59.980000,60.110001,60.110001,32460
2015-02-18,60.330002,60.330002,60.330002,60.330002,60.330002,40
2015-02-19,60.669998,61.189999,60.669998,61.189999,61.189999,43710
2015-02-20,61.000000,61.540001,61.000000,61.540001,61.540001,67960
2015-02-23,61.400002,61.400002,61.400002,61.400002,61.400002,260
2015-02-24,61.500000,61.500000,60.910000,60.990002,60.990002,6600
2015-02-25,61.700001,62.000000,61.700001,61.740002,61.740002,9020
2015-02-26,61.869999,61.880001,61.700001,61.849998,61.849998,13000
2015-02-27,61.459999,61.549999,61.049999,61.049999,61.049999,39220
2015-03-02,61.060001,62.230000,60.349998,62.230000,62.230000,44820
2015-03-03,62.520000,62.540001,61.900002,62.540001,62.540001,2690
2015-03-04,63.400002,63.770000,63.369999,63.639999,63.639999,1310
2015-03-05,63.000000,64.440002,63.000000,64.440002,64.440002,17810
2015-03-06,67.320000,67.320000,64.339996,64.360001,64.360001,16460
2015-03-09,65.500000,66.269997,65.440002,66.269997,66.269997,5790
2015-03-10,66.300003,66.300003,64.480003,64.800003,64.800003,17790
2015-03-11,64.800003,65.339996,62.799999,64.839996,64.839996,199460
2015-03-12,64.980003,66.400002,64.980003,66.370003,66.370003,2360
2015-03-13,67.269997,68.080002,67.199997,67.739998,67.739998,246190
2015-03-16,67.500000,68.709999,67.500000,68.709999,68.709999,40420
2015-03-17,69.000000,69.230003,68.559998,68.690002,68.690002,4510
2015-03-18,68.239998,68.900002,68.180000,68.349998,68.349998,102970
2015-03-19,69.430000,70.199997,69.430000,70.199997,70.199997,104400
2015-03-20,69.190002,69.599998,69.000000,69.419998,69.419998,63210
2015-03-23,69.400002,69.400002,67.349998,67.349998,67.349998,19580
2015-03-24,67.349998,68.000000,66.550003,66.550003,66.550003,8280
2015-03-25,67.059998,67.220001,66.660004,66.860001,66.860001,8680
2015-03-26,66.849998,66.919998,66.529999,66.750000,66.750000,115160
2015-03-27,67.919998,67.940002,67.599998,67.779999,67.779999,9400
2015-03-30,68.830002,68.949997,68.339996,68.480003,68.480003,3820
2015-03-31,67.500000,67.839996,66.940002,66.940002,66.940002,9820
2015-04-01,66.419998,66.660004,65.800003,66.449997,66.449997,187660
2015-04-02,66.459999,66.459999,65.690002,65.690002,65.690002,9580
2015-04-06,64.599998,66.230003,64.599998,66.050003,66.050003,15600
2015-04-07,66.070000,66.379997,66.070000,66.169998,66.169998,6460
2015-04-08,65.190002,65.449997,64.669998,64.669998,64.669998,6300
2015-04-09,64.550003,65.000000,64.529999,65.000000,65.000000,23750
2015-04-10,65.839996,66.029999,65.709999,65.769997,65.769997,65300
2015-04-13,66.370003,66.570000,66.360001,66.500000,66.500000,187720
2015-04-14,65.900002,65.900002,65.279999,65.279999,65.279999,2660
2015-04-15,65.940002,65.940002,65.809998,65.809998,65.809998,210
2015-04-16,64.919998,64.919998,64.500000,64.639999,64.639999,35170
2015-04-17,64.550003,64.989998,64.300003,64.339996,64.339996,26140
2015-04-20,64.790001,64.790001,64.790001,64.790001,64.790001,80
2015-04-22,64.500000,64.580002,64.209999,64.500000,64.500000,188840
2015-04-23,64.779999,64.910004,64.000000,64.080002,64.080002,76130
2015-04-24,64.199997,64.230003,63.759998,63.779999,63.779999,131720
2015-04-27,63.000000,63.500000,62.009998,62.709999,62.709999,73160
2015-04-28,62.900002,63.230000,61.930000,63.230000,63.230000,10040
2015-04-29,62.990002,63.490002,62.799999,63.490002,63.490002,13030
2015-04-30,63.900002,64.230003,63.900002,63.910000,63.910000,760
2015-05-04,65.900002,66.500000,65.900002,66.330002,66.330002,24800
2015-05-05,66.050003,66.050003,65.209999,65.209999,65.209999,4280
2015-05-06,64.769997,64.769997,64.339996,64.500000,64.500000,2860
2015-05-07,64.940002,64.940002,64.290001,64.349998,64.349998,6080
2015-05-08,64.330002,64.349998,64.150002,64.180000,64.180000,10040
2015-05-11,65.529999,65.629997,65.449997,65.449997,65.449997,6260
2015-05-12,64.639999,64.940002,64.529999,64.529999,64.529999,15160
2015-05-13,64.440002,64.980003,64.410004,64.940002,64.940002,400
2015-05-14,64.800003,64.910004,64.699997,64.699997,64.699997,9080
2015-05-15,64.849998,64.849998,64.449997,64.790001,64.790001,7390
2015-05-18,65.260002,65.690002,65.260002,65.410004,65.410004,9740
2015-05-19,65.940002,66.000000,65.510002,66.000000,66.000000,75780
2015-05-20,65.769997,65.769997,65.099998,65.120003,65.120003,11940
2015-05-21,66.099998,66.099998,65.940002,66.099998,66.099998,19400
2015-05-22,66.720001,67.160004,66.629997,67.160004,67.160004,15110
2015-05-25,67.160004,67.790001,67.160004,67.510002,67.510002,35660
2015-05-26,67.440002,67.540001,67.440002,67.540001,67.540001,8000
2015-05-27,68.250000,68.570000,68.190002,68.190002,68.190002,14040
2015-05-28,68.260002,68.529999,68.260002,68.379997,68.379997,1780
2015-05-29,68.269997,68.730003,68.269997,68.489998,68.489998,12670
2015-06-01,68.709999,68.709999,68.050003,68.209999,68.209999,11010
2015-06-02,67.559998,67.610001,67.470001,67.500000,67.500000,14210
2015-06-03,67.470001,67.639999,67.269997,67.639999,67.639999,700
2015-06-05,67.559998,67.559998,67.300003,67.339996,67.339996,72920
2015-06-08,66.500000,66.639999,65.989998,65.989998,65.989998,4610
2015-06-09,65.500000,65.959999,65.500000,65.760002,65.760002,68600
2015-06-10,65.550003,66.970001,65.550003,66.919998,66.919998,22450
2015-06-11,68.019997,68.309998,66.699997,66.699997,66.699997,10120
2015-06-12,66.690002,66.730003,66.500000,66.730003,66.730003,16540
2015-06-15,65.839996,66.620003,65.800003,66.620003,66.620003,35020
2015-06-16,66.050003,66.519997,66.050003,66.279999,66.279999,10690
2015-06-17,66.550003,66.550003,65.599998,65.620003,65.620003,18260
2015-06-18,66.139999,66.269997,66.099998,66.180000,66.180000,8120
2015-06-19,66.480003,66.910004,66.480003,66.900002,66.900002,86580
2015-06-22,66.769997,66.870003,66.690002,66.870003,66.870003,8470
2015-06-23,67.449997,67.599998,66.650002,66.650002,66.650002,10180
2015-06-24,66.599998,66.750000,66.559998,66.559998,66.559998,16340
2015-06-25,66.500000,67.019997,66.500000,66.660004,66.660004,360
2015-06-26,67.019997,67.169998,66.860001,67.099998,67.099998,18380
2015-06-29,66.580002,66.580002,65.470001,65.510002,65.510002,56820
2015-06-30,65.410004,65.739998,65.309998,65.500000,65.500000,15600
2015-07-01,65.900002,68.000000,65.900002,66.699997,66.699997,38400
2015-07-02,66.500000,66.500000,65.570000,65.580002,65.580002,12810
2015-07-03,66.540001,66.900002,66.309998,66.900002,66.900002,13730
2015-07-06,65.839996,66.519997,65.839996,66.389999,66.389999,51720
2015-07-07,66.940002,67.629997,66.690002,67.629997,67.629997,40720
2015-07-08,68.019997,68.019997,67.580002,67.599998,67.599998,1780
2015-07-10,67.599998,67.620003,67.029999,67.110001,67.110001,8930
2015-07-13,67.620003,67.709999,66.529999,66.529999,66.529999,8800
2015-07-14,67.019997,67.599998,67.000000,67.599998,67.599998,2260
2015-07-15,67.959999,68.099998,67.410004,67.440002,67.440002,70360
2015-07-16,68.199997,68.370003,68.110001,68.250000,68.250000,12700
2015-07-17,68.779999,69.300003,68.779999,69.300003,69.300003,49120
2015-07-20,69.800003,69.800003,68.400002,68.400002,68.400002,1940
2015-07-21,69.230003,69.440002,68.500000,68.629997,68.629997,23490
2015-07-22,69.440002,69.699997,69.339996,69.599998,69.599998,6410
2015-07-23,71.000000,71.139999,70.599998,70.599998,70.599998,46770
2015-07-24,71.300003,71.470001,70.930000,71.000000,71.000000,49440
2015-07-27,70.800003,71.120003,70.800003,70.900002,70.900002,4660
2015-07-28,71.400002,73.050003,71.370003,72.040001,72.040001,9200
2015-07-29,71.849998,71.849998,71.550003,71.599998,71.599998,27800
2015-07-30,72.000000,72.800003,72.000000,72.599998,72.599998,53560
2015-07-31,72.440002,73.589996,72.440002,73.459999,73.459999,17420
2015-08-03,74.300003,74.300003,73.589996,73.680000,73.680000,31180
2015-08-04,74.400002,74.519997,73.849998,73.910004,73.910004,83150
2015-08-05,75.180000,75.379997,74.690002,74.739998,74.739998,24260
2015-08-06,75.129997,75.800003,74.910004,75.330002,75.330002,15800
2015-08-07,75.070000,75.150002,74.199997,74.480003,74.480003,47830
2015-08-10,74.660004,74.660004,73.879997,73.879997,73.879997,840
2015-08-11,74.699997,74.970001,74.419998,74.500000,74.500000,46460
2015-08-12,73.349998,74.070000,72.940002,74.070000,74.070000,2720
2015-08-13,74.519997,75.029999,74.519997,74.900002,74.900002,6240
2015-08-14,74.410004,74.519997,73.730003,74.519997,74.519997,56840
2015-08-17,74.099998,74.839996,74.099998,74.839996,74.839996,360
2015-08-18,74.910004,74.910004,74.199997,74.199997,74.199997,21880
2015-08-19,73.900002,74.500000,73.900002,74.239998,74.239998,900
2015-08-20,73.199997,73.230003,72.160004,72.269997,72.269997,22760
2015-08-21,72.000000,72.199997,70.599998,70.669998,70.669998,93290
2015-08-24,68.199997,69.690002,68.199997,69.000000,69.000000,24880
2015-08-25,69.699997,70.550003,69.699997,70.000000,70.000000,14760
2015-08-26,70.660004,71.629997,70.489998,71.629997,71.629997,5980
2015-08-27,69.529999,72.309998,69.529999,72.309998,72.309998,4010
2015-08-28,72.730003,72.879997,72.570000,72.879997,72.879997,2940
2015-08-31,74.230003,74.269997,73.099998,73.099998,73.099998,17660
2015-09-01,72.440002,72.739998,72.120003,72.139999,72.139999,33840
2015-09-02,72.000000,74.879997,72.000000,74.879997,74.879997,20820
2015-09-03,76.550003,76.550003,74.559998,75.000000,75.000000,34040
2015-09-04,74.690002,76.209999,74.690002,76.209999,76.209999,4030
2015-09-08,75.769997,76.930000,75.769997,76.930000,76.930000,19040
2015-09-09,76.910004,76.910004,75.540001,75.540001,75.540001,15080
2015-09-10,76.910004,77.500000,76.629997,77.500000,77.500000,27980
2015-09-11,77.209999,77.730003,77.169998,77.730003,77.730003,19340
2015-09-14,77.879997,77.879997,76.269997,76.269997,76.269997,5590
2015-09-15,77.949997,78.430000,77.949997,78.430000,78.430000,36240
2015-09-16,77.800003,78.330002,77.650002,78.330002,78.330002,28420
2015-09-17,79.510002,79.589996,79.040001,79.120003,79.120003,20020
2015-09-18,78.849998,79.239998,78.849998,79.150002,79.150002,57640
2015-09-21,80.250000,80.709999,79.839996,80.099998,80.099998,17680
2015-09-22,80.059998,80.680000,80.000000,80.680000,80.680000,51420
2015-09-23,82.160004,82.610001,81.349998,82.610001,82.610001,15160
2015-09-24,82.699997,82.699997,78.470001,78.470001,78.470001,25980
2015-09-25,79.419998,79.500000,77.800003,78.330002,78.330002,46660
2015-09-28,78.540001,79.000000,77.550003,79.000000,79.000000,61540
2015-09-29,79.669998,79.669998,77.580002,78.199997,78.199997,12420
2015-09-30,77.699997,78.000000,76.599998,78.000000,78.000000,15100
2015-10-01,77.879997,78.639999,77.860001,78.639999,78.639999,28590
2015-10-02,78.019997,78.599998,77.739998,78.599998,78.599998,15840
2015-10-05,79.339996,79.400002,79.000000,79.400002,79.400002,92500
2015-10-06,78.900002,78.900002,77.500000,77.500000,77.500000,72100
2015-10-07,77.779999,79.010002,77.129997,79.000000,79.000000,127600
2015-10-08,78.650002,78.650002,77.949997,78.500000,78.500000,18940
2015-10-09,77.599998,78.000000,76.900002,78.000000,78.000000,88340
2015-10-13,79.050003,79.800003,79.050003,79.559998,79.559998,84800
2015-10-14,79.410004,79.410004,78.349998,78.349998,78.349998,61600
2015-10-15,78.089996,80.209999,77.900002,80.209999,80.209999,121490
2015-10-16,79.500000,80.650002,79.300003,80.650002,80.650002,73300
2015-10-19,80.989998,81.330002,80.480003,81.000000,81.000000,69820
2015-10-20,80.040001,81.050003,80.000000,80.000000,80.000000,8500
2015-10-21,82.000000,82.250000,81.559998,82.000000,82.000000,15100
2015-10-22,82.050003,82.330002,81.279999,82.199997,82.199997,23820
2015-10-23,83.000000,83.290001,82.449997,82.800003,82.800003,21950
2015-10-26,85.010002,85.010002,81.360001,83.199997,83.199997,15140
2015-10-27,82.760002,82.809998,82.099998,82.629997,82.629997,6270
2015-10-28,82.480003,83.500000,82.480003,83.500000,83.500000,27660
2015-10-29,84.150002,84.150002,82.480003,82.480003,82.480003,2180
2015-10-30,82.059998,82.709999,82.059998,82.400002,82.400002,12720
2015-11-03,81.959999,82.000000,80.980003,81.699997,81.699997,61420
2015-11-04,81.000000,82.300003,81.000000,81.849998,81.849998,87250
2015-11-05,81.870003,81.989998,81.080002,81.199997,81.199997,17930
2015-11-06,83.000000,83.000000,80.919998,80.919998,80.919998,46360
2015-11-09,81.209999,82.110001,80.410004,80.769997,80.769997,40590
2015-11-10,80.000000,80.940002,80.000000,80.629997,80.629997,16620
2015-11-11,79.989998,80.690002,79.629997,80.419998,80.419998,22030
2015-11-12,80.769997,80.860001,79.440002,79.629997,79.629997,25200
2015-11-13,79.650002,80.010002,79.449997,80.010002,80.010002,33180
2015-11-16,79.739998,80.000000,79.339996,80.000000,80.000000,7940
2015-11-17,78.000000,80.699997,78.000000,80.699997,80.699997,7890
2015-11-18,80.300003,80.410004,80.190002,80.410004,80.410004,1900
2015-11-19,78.000000,80.269997,78.000000,79.800003,79.800003,95780
2015-11-23,79.970001,80.000000,79.839996,80.000000,80.000000,11370
2015-11-24,78.110001,79.480003,78.000000,79.480003,79.480003,9920
2015-11-25,80.919998,81.629997,80.510002,80.650002,80.650002,17220
2015-11-26,82.000000,83.000000,80.690002,80.690002,80.690002,6010
2015-11-27,80.250000,81.629997,80.050003,81.400002,81.400002,26150
2015-11-30,81.500000,83.800003,81.500000,83.440002,83.440002,115510
2015-12-01,83.529999,83.680000,82.000000,82.889999,82.889999,37150
2015-12-02,84.300003,84.300003,82.160004,82.160004,82.160004,145820
2015-12-03,82.160004,83.000000,79.000000,79.050003,79.050003,113150
2015-12-04,79.769997,80.339996,78.870003,80.339996,80.339996,87400
2015-12-07,80.000000,80.269997,80.000000,80.000000,80.000000,90340
